tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
696,2026-06-15T11:30:00+00:00,2026-06-15T12:00:00+00:00,15,T24,T17-T24,282.66,dry,0.82,true,false,true,232.01,232.83,Offline,0.00,Online,0.00,0.00,0.00,
697,2026-06-15T12:00:00+00:00,2026-06-15T12:30:00+00:00,15,T25,T25-T32,283.90,dry,0.70,true,false,true,232.83,233.53,Offline,0.00,Online,0.00,0.00,0.00,
698,2026-06-15T12:30:00+00:00,2026-06-15T13:00:00+00:00,15,T26,T25-T32,283.90,dry,0.70,true,false,true,233.53,234.23,Offline,0.00,Online,0.00,0.00,0.00,
699,2026-06-15T13:00:00+00:00,2026-06-15T13:30:00+00:00,15,T27,T25-T32,283.90,dry,0.88,true,false,true,234.23,231.11,Offline,0.00,Online,4.00,4.00,1135.60,
700,2026-06-15T13:30:00+00:00,2026-06-15T14:00:00+00:00,15,T28,T25-T32,283.90,dry,0.97,true,false,true,231.11,232.08,Offline,0.00,Online,0.00,0.00,0.00,
701,2026-06-15T14:00:00+00:00,2026-06-15T14:30:00+00:00,15,T29,T25-T32,283.90,dry,0.73,false,false,true,232.08,232.81,Offline,0.00,Online,0.00,0.00,0.00,
702,2026-06-15T14:30:00+00:00,2026-06-15T15:00:00+00:00,15,T30,T25-T32,283.90,dry,0.98,false,false,true,232.81,233.79,Offline,0.00,Online,0.00,0.00,0.00,
703,2026-06-15T15:00:00+00:00,2026-06-15T15:30:00+00:00,15,T31,T25-T32,283.90,dry,0.88,false,false,true,233.79,234.67,Offline,0.00,Online,0.00,0.00,0.00,
704,2026-06-15T15:30:00+00:00,2026-06-15T16:00:00+00:00,15,T32,T25-T32,283.90,dry,0.79,false,false,true,234.67,219.46,Online,0.00,Online,16.00,16.00,4542.40,
705,2026-06-15T16:00:00+00:00,2026-06-15T16:30:00+00:00,15,T33,T33-T40,302.47,dry,2.01,false,false,true,219.46,221.47,Online,0.00,Online,0.00,0.00,0.00,
706,2026-06-15T16:30:00+00:00,2026-06-15T17:00:00+00:00,15,T34,T33-T40,302.47,dry,1.89,false,false,true,221.47,223.36,Online,0.00,Online,0.00,0.00,0.00,
707,2026-06-15T17:00:00+00:00,2026-06-15T17:30:00+00:00,15,T35,T33-T40,302.47,dry,1.74,false,false,true,223.36,225.10,Online,0.00,Online,0.00,0.00,0.00,
708,2026-06-15T17:30:00+00:00,2026-06-15T18:00:00+00:00,15,T36,T33-T40,302.47,dry,1.70,false,false,true,225.10,226.80,Online,0.00,Online,0.00,0.00,0.00,
709,2026-06-15T18:00:00+00:00,2026-06-15T18:30:00+00:00,15,T37,T33-T40,302.47,dry,2.00,false,false,true,226.80,228.80,Online,0.00,Online,0.00,0.00,0.00,
710,2026-06-15T18:30:00+00:00,2026-06-15T19:00:00+00:00,15,T38,T33-T40,302.47,dry,1.82,false,false,true,228.80,230.62,Online,0.00,Online,0.00,0.00,0.00,
711,2026-06-15T19:00:00+00:00,2026-06-15T19:30:00+00:00,15,T39,T33-T40,302.47,dry,1.97,false,false,true,230.62,232.59,Online,0.00,Online,0.00,0.00,0.00,
712,2026-06-15T19:30:00+00:00,2026-06-15T20:00:00+00:00,15,T40,T33-T40,302.47,dry,1.84,false,false,true,232.59,234.43,Online,0.00,Online,0.00,0.00,0.00,
713,2026-06-15T20:00:00+00:00,2026-06-15T20:30:00+00:00,15,T41,T41-T48,277.06,dry,2.03,false,false,true,234.43,232.46,Online,0.00,Online,4.00,4.00,1108.24,
714,2026-06-15T20:30:00+00:00,2026-06-15T21:00:00+00:00,15,T42,T41-T48,277.06,dry,1.94,false,true,true,232.46,234.40,Online,0.00,Offline,0.00,0.00,0.00,
715,2026-06-15T21:00:00+00:00,2026-06-15T21:30:00+00:00,15,T43,T41-T48,277.06,dry,1.94,false,true,true,234.40,232.34,Online,4.00,Offline,0.00,4.00,1108.24,
716,2026-06-15T21:30:00+00:00,2026-06-15T22:00:00+00:00,15,T44,T41-T48,277.06,dry,0.41,false,true,true,232.34,232.75,Online,0.00,Offline,0.00,0.00,0.00,
717,2026-06-15T22:00:00+00:00,2026-06-15T22:30:00+00:00,15,T45,T41-T48,277.06,dry,0.58,false,true,true,232.75,233.33,Online,0.00,Offline,0.00,0.00,0.00,
718,2026-06-15T22:30:00+00:00,2026-06-15T23:00:00+00:00,15,T46,T41-T48,277.06,dry,0.57,false,true,true,233.33,233.90,Online,0.00,Offline,0.00,0.00,0.00,
719,2026-06-15T23:00:00+00:00,2026-06-15T23:30:00+00:00,15,T47,T41-T48,277.06,dry,0.49,false,true,true,233.90,234.39,Online,0.00,Offline,0.00,0.00,0.00,
720,2026-06-15T23:30:00+00:00,2026-06-16T00:00:00+00:00,15,T48,T41-T48,277.06,dry,0.37,false,true,true,234.39,234.76,Online,0.00,Offline,0.00,0.00,0.00,
721,2026-06-16T00:00:00+00:00,2026-06-16T00:30:00+00:00,16,T1,T1-T8,228.42,extreme_dry,0.08,false,true,true,234.76,234.84,Online,0.00,Offline,0.00,0.00,0.00,
722,2026-06-16T00:30:00+00:00,2026-06-16T01:00:00+00:00,16,T2,T1-T8,228.42,extreme_dry,0.19,false,true,true,234.84,231.03,Online,4.00,Offline,0.00,4.00,913.68,
723,2026-06-16T01:00:00+00:00,2026-06-16T01:30:00+00:00,16,T3,T1-T8,228.42,extreme_dry,0.09,false,true,true,231.03,231.12,Online,0.00,Offline,0.00,0.00,0.00,
724,2026-06-16T01:30:00+00:00,2026-06-16T02:00:00+00:00,16,T4,T1-T8,228.42,extreme_dry,0.08,false,true,true,231.12,231.20,Online,0.00,Offline,0.00,0.00,0.00,
725,2026-06-16T02:00:00+00:00,2026-06-16T02:30:00+00:00,16,T5,T1-T8,228.42,extreme_dry,0.08,false,false,true,231.20,231.28,Online,0.00,Offline,0.00,0.00,0.00,
726,2026-06-16T02:30:00+00:00,2026-06-16T03:00:00+00:00,16,T6,T1-T8,228.42,extreme_dry,0.10,false,false,true,231.28,231.38,Online,0.00,Offline,0.00,0.00,0.00,
727,2026-06-16T03:00:00+00:00,2026-06-16T03:30:00+00:00,16,T7,T1-T8,228.42,extreme_dry,0.29,false,false,true,231.38,231.67,Online,0.00,Offline,0.00,0.00,0.00,
728,2026-06-16T03:30:00+00:00,2026-06-16T04:00:00+00:00,16,T8,T1-T8,228.42,extreme_dry,0.28,false,false,true,231.67,223.95,Online,8.00,Offline,0.00,8.00,1827.36,
729,2026-06-16T04:00:00+00:00,2026-06-16T04:30:00+00:00,16,T9,T9-T16,257.37,extreme_dry,0.10,false,false,true,223.95,224.05,Online,0.00,Offline,0.00,0.00,0.00,
730,2026-06-16T04:30:00+00:00,2026-06-16T05:00:00+00:00,16,T10,T9-T16,257.37,extreme_dry,0.05,false,false,true,224.05,224.10,Online,0.00,Offline,0.00,0.00,0.00,
731,2026-06-16T05:00:00+00:00,2026-06-16T05:30:00+00:00,16,T11,T9-T16,257.37,extreme_dry,0.05,false,false,true,224.10,224.15,Online,0.00,Offline,0.00,0.00,0.00,
732,2026-06-16T05:30:00+00:00,2026-06-16T06:00:00+00:00,16,T12,T9-T16,257.37,extreme_dry,0.62,false,false,true,224.15,224.77,Online,0.00,Offline,0.00,0.00,0.00,
733,2026-06-16T06:00:00+00:00,2026-06-16T06:30:00+00:00,16,T13,T9-T16,257.37,extreme_dry,0.76,false,false,true,224.77,225.53,Online,0.00,Offline,0.00,0.00,0.00,
734,2026-06-16T06:30:00+00:00,2026-06-16T07:00:00+00:00,16,T14,T9-T16,257.37,extreme_dry,0.67,false,false,true,225.53,226.20,Online,0.00,Offline,0.00,0.00,0.00,
735,2026-06-16T07:00:00+00:00,2026-06-16T07:30:00+00:00,16,T15,T9-T16,257.37,extreme_dry,0.71,false,false,true,226.20,226.91,Online,0.00,Offline,0.00,0.00,0.00,
736,2026-06-16T07:30:00+00:00,2026-06-16T08:00:00+00:00,16,T16,T9-T16,257.37,extreme_dry,0.64,false,false,true,226.91,227.55,Online,0.00,Offline,0.00,0.00,0.00,
737,2026-06-16T08:00:00+00:00,2026-06-16T08:30:00+00:00,16,T17,T17-T24,282.66,extreme_dry,0.60,false,false,true,227.55,228.15,Online,0.00,Offline,0.00,0.00,0.00,
738,2026-06-16T08:30:00+00:00,2026-06-16T09:00:00+00:00,16,T18,T17-T24,282.66,extreme_dry,0.50,false,false,true,228.15,228.65,Online,0.00,Offline,0.00,0.00,0.00,
739,2026-06-16T09:00:00+00:00,2026-06-16T09:30:00+00:00,16,T19,T17-T24,282.66,extreme_dry,0.51,false,false,true,228.65,229.16,Online,0.00,Offline,0.00,0.00,0.00,
740,2026-06-16T09:30:00+00:00,2026-06-16T10:00:00+00:00,16,T20,T17-T24,282.66,extreme_dry,0.74,false,false,true,229.16,229.90,Online,0.00,Offline,0.00,0.00,0.00,
741,2026-06-16T10:00:00+00:00,2026-06-16T10:30:00+00:00,16,T21,T17-T24,282.66,extreme_dry,0.67,false,false,true,229.90,230.57,Online,0.00,Offline,0.00,0.00,0.00,
742,2026-06-16T10:30:00+00:00,2026-06-16T11:00:00+00:00,16,T22,T17-T24,282.66,extreme_dry,0.44,false,false,true,230.57,231.01,Online,0.00,Offline,0.00,0.00,0.00,
743,2026-06-16T11:00:00+00:00,2026-06-16T11:30:00+00:00,16,T23,T17-T24,282.66,extreme_dry,0.30,false,false,true,231.01,231.31,Online,0.00,Offline,0.00,0.00,0.00,
744,2026-06-16T11:30:00+00:00,2026-06-16T12:00:00+00:00,16,T24,T17-T24,282.66,extreme_dry,0.29,false,false,true,231.31,231.60,Online,0.00,Offline,0.00,0.00,0.00,
745,2026-06-16T12:00:00+00:00,2026-06-16T12:30:00+00:00,16,T25,T25-T32,283.90,extreme_dry,0.37,false,false,true,231.60,231.97,Online,0.00,Offline,0.00,0.00,0.00,
746,2026-06-16T12:30:00+00:00,2026-06-16T13:00:00+00:00,16,T26,T25-T32,283.90,extreme_dry,0.43,false,false,true,231.97,232.40,Online,0.00,Offline,0.00,0.00,0.00,
747,2026-06-16T13:00:00+00:00,2026-06-16T13:30:00+00:00,16,T27,T25-T32,283.90,extreme_dry,0.44,false,false,true,232.40,232.84,Online,0.00,Offline,0.00,0.00,0.00,
748,2026-06-16T13:30:00+00:00,2026-06-16T14:00:00+00:00,16,T28,T25-T32,283.90,extreme_dry,0.36,false,false,true,232.84,233.20,Online,0.00,Offline,0.00,0.00,0.00,
749,2026-06-16T14:00:00+00:00,2026-06-16T14:30:00+00:00,16,T29,T25-T32,283.90,extreme_dry,0.30,false,false,true,233.20,233.50,Online,0.00,Offline,0.00,0.00,0.00,
750,2026-06-16T14:30:00+00:00,2026-06-16T15:00:00+00:00,16,T30,T25-T32,283.90,extreme_dry,0.12,false,true,true,233.50,233.62,Online,0.00,Offline,0.00,0.00,0.00,
751,2026-06-16T15:00:00+00:00,2026-06-16T15:30:00+00:00,16,T31,T25-T32,283.90,extreme_dry,0.13,false,true,true,233.62,233.75,Online,0.00,Offline,0.00,0.00,0.00,
752,2026-06-16T15:30:00+00:00,2026-06-16T16:00:00+00:00,16,T32,T25-T32,283.90,extreme_dry,0.33,false,true,true,233.75,226.08,Online,8.00,Offline,0.00,8.00,2271.20,
753,2026-06-16T16:00:00+00:00,2026-06-16T16:30:00+00:00,16,T33,T33-T40,302.47,extreme_dry,0.63,false,true,true,226.08,226.71,Online,0.00,Offline,0.00,0.00,0.00,
754,2026-06-16T16:30:00+00:00,2026-06-16T17:00:00+00:00,16,T34,T33-T40,302.47,extreme_dry,0.86,false,true,true,226.71,227.57,Online,0.00,Offline,0.00,0.00,0.00,
755,2026-06-16T17:00:00+00:00,2026-06-16T17:30:00+00:00,16,T35,T33-T40,302.47,extreme_dry,0.71,false,true,true,227.57,228.28,Online,0.00,Offline,0.00,0.00,0.00,
756,2026-06-16T17:30:00+00:00,2026-06-16T18:00:00+00:00,16,T36,T33-T40,302.47,extreme_dry,0.79,false,true,true,228.28,229.07,Online,0.00,Offline,0.00,0.00,0.00,
757,2026-06-16T18:00:00+00:00,2026-06-16T18:30:00+00:00,16,T37,T33-T40,302.47,extreme_dry,0.60,false,true,true,229.07,229.67,Online,0.00,Offline,0.00,0.00,0.00,
758,2026-06-16T18:30:00+00:00,2026-06-16T19:00:00+00:00,16,T38,T33-T40,302.47,extreme_dry,0.81,false,true,true,229.67,230.48,Online,0.00,Offline,0.00,0.00,0.00,
759,2026-06-16T19:00:00+00:00,2026-06-16T19:30:00+00:00,16,T39,T33-T40,302.47,extreme_dry,0.63,false,false,true,230.48,231.11,Online,0.00,Offline,0.00,0.00,0.00,
760,2026-06-16T19:30:00+00:00,2026-06-16T20:00:00+00:00,16,T40,T33-T40,302.47,extreme_dry,0.59,false,false,true,231.11,231.70,Online,0.00,Offline,0.00,0.00,0.00,
761,2026-06-16T20:00:00+00:00,2026-06-16T20:30:00+00:00,16,T41,T41-T48,277.06,extreme_dry,0.65,false,false,true,231.70,232.35,Online,0.00,Offline,0.00,0.00,0.00,
762,2026-06-16T20:30:00+00:00,2026-06-16T21:00:00+00:00,16,T42,T41-T48,277.06,extreme_dry,0.85,false,false,true,232.35,233.20,Online,0.00,Offline,0.00,0.00,0.00,
763,2026-06-16T21:00:00+00:00,2026-06-16T21:30:00+00:00,16,T43,T41-T48,277.06,extreme_dry,0.65,false,false,true,233.20,233.85,Online,0.00,Offline,0.00,0.00,0.00,
764,2026-06-16T21:30:00+00:00,2026-06-16T22:00:00+00:00,16,T44,T41-T48,277.06,extreme_dry,0.22,false,false,true,233.85,234.07,Online,0.00,Offline,0.00,0.00,0.00,
765,2026-06-16T22:00:00+00:00,2026-06-16T22:30:00+00:00,16,T45,T41-T48,277.06,extreme_dry,0.05,false,false,true,234.07,234.12,Online,0.00,Offline,0.00,0.00,0.00,
766,2026-06-16T22:30:00+00:00,2026-06-16T23:00:00+00:00,16,T46,T41-T48,277.06,extreme_dry,0.15,false,false,true,234.12,234.27,Online,0.00,Offline,0.00,0.00,0.00,
767,2026-06-16T23:00:00+00:00,2026-06-16T23:30:00+00:00,16,T47,T41-T48,277.06,extreme_dry,0.06,false,false,true,234.27,234.33,Online,0.00,Offline,0.00,0.00,0.00,
768,2026-06-16T23:30:00+00:00,2026-06-17T00:00:00+00:00,16,T48,T41-T48,277.06,extreme_dry,0.32,false,false,true,234.33,234.65,Online,0.00,Offline,0.00,0.00,0.00,
769,2026-06-17T00:00:00+00:00,2026-06-17T00:30:00+00:00,17,T1,T1-T8,228.42,wet,2.24,false,false,true,234.65,232.89,Online,4.00,Offline,0.00,4.00,913.68,
770,2026-06-17T00:30:00+00:00,2026-06-17T01:00:00+00:00,17,T2,T1-T8,228.42,wet,2.34,false,false,true,232.89,231.23,Online,4.00,Offline,0.00,4.00,913.68,
771,2026-06-17T01:00:00+00:00,2026-06-17T01:30:00+00:00,17,T3,T1-T8,228.42,wet,2.48,false,false,true,231.23,233.71,Online,0.00,Offline,0.00,0.00,0.00,
772,2026-06-17T01:30:00+00:00,2026-06-17T02:00:00+00:00,17,T4,T1-T8,228.42,wet,2.28,false,false,true,233.71,231.99,Online,4.00,Offline,0.00,4.00,913.68,
773,2026-06-17T02:00:00+00:00,2026-06-17T02:30:00+00:00,17,T5,T1-T8,228.42,wet,2.05,false,false,true,231.99,234.04,Online,0.00,Offline,0.00,0.00,0.00,
774,2026-06-17T02:30:00+00:00,2026-06-17T03:00:00+00:00,17,T6,T1-T8,228.42,wet,2.28,false,false,true,234.04,232.32,Online,4.00,Offline,0.00,4.00,913.68,
775,2026-06-17T03:00:00+00:00,2026-06-17T03:30:00+00:00,17,T7,T1-T8,228.42,wet,2.21,false,false,true,232.32,230.53,Online,4.00,Offline,0.00,4.00,913.68,
776,2026-06-17T03:30:00+00:00,2026-06-17T04:00:00+00:00,17,T8,T1-T8,228.42,wet,2.06,false,false,true,230.53,224.59,Online,8.00,Offline,0.00,8.00,1827.36,
777,2026-06-17T04:00:00+00:00,2026-06-17T04:30:00+00:00,17,T9,T9-T16,257.37,wet,2.41,false,false,true,224.59,227.00,Online,0.00,Offline,0.00,0.00,0.00,
778,2026-06-17T04:30:00+00:00,2026-06-17T05:00:00+00:00,17,T10,T9-T16,257.37,wet,2.31,false,false,true,227.00,229.31,Online,0.00,Offline,0.00,0.00,0.00,
779,2026-06-17T05:00:00+00:00,2026-06-17T05:30:00+00:00,17,T11,T9-T16,257.37,wet,2.20,false,false,true,229.31,231.51,Online,0.00,Offline,0.00,0.00,0.00,
780,2026-06-17T05:30:00+00:00,2026-06-17T06:00:00+00:00,17,T12,T9-T16,257.37,wet,5.14,false,false,true,231.51,228.65,Online,8.00,Offline,0.00,8.00,2058.96,
781,2026-06-17T06:00:00+00:00,2026-06-17T06:30:00+00:00,17,T13,T9-T16,257.37,wet,5.62,false,false,true,228.65,230.27,Online,4.00,Offline,0.00,4.00,1029.48,
782,2026-06-17T06:30:00+00:00,2026-06-17T07:00:00+00:00,17,T14,T9-T16,257.37,wet,5.22,false,false,true,230.27,231.49,Online,4.00,Offline,0.00,4.00,1029.48,
783,2026-06-17T07:00:00+00:00,2026-06-17T07:30:00+00:00,17,T15,T9-T16,257.37,wet,5.28,false,false,true,231.49,232.77,Online,4.00,Offline,0.00,4.00,1029.48,
784,2026-06-17T07:30:00+00:00,2026-06-17T08:00:00+00:00,17,T16,T9-T16,257.37,wet,5.61,false,false,true,232.77,230.38,Online,8.00,Offline,0.00,8.00,2058.96,
785,2026-06-17T08:00:00+00:00,2026-06-17T08:30:00+00:00,17,T17,T17-T24,282.66,wet,5.34,false,false,true,230.38,231.72,Online,4.00,Offline,0.00,4.00,1130.64,
786,2026-06-17T08:30:00+00:00,2026-06-17T09:00:00+00:00,17,T18,T17-T24,282.66,wet,5.42,false,false,true,231.72,233.14,Online,4.00,Offline,0.00,4.00,1130.64,
787,2026-06-17T09:00:00+00:00,2026-06-17T09:30:00+00:00,17,T19,T17-T24,282.66,wet,5.24,false,false,true,233.14,234.38,Online,4.00,Offline,0.00,4.00,1130.64,
788,2026-06-17T09:30:00+00:00,2026-06-17T10:00:00+00:00,17,T20,T17-T24,282.66,wet,5.28,false,false,true,234.38,231.66,Online,8.00,Offline,0.00,8.00,2261.28,
789,2026-06-17T10:00:00+00:00,2026-06-17T10:30:00+00:00,17,T21,T17-T24,282.66,wet,5.16,false,false,true,231.66,232.82,Online,4.00,Offline,0.00,4.00,1130.64,
790,2026-06-17T10:30:00+00:00,2026-06-17T11:00:00+00:00,17,T22,T17-T24,282.66,wet,3.24,false,false,true,232.82,232.06,Online,4.00,Offline,0.00,4.00,1130.64,
791,2026-06-17T11:00:00+00:00,2026-06-17T11:30:00+00:00,17,T23,T17-T24,282.66,wet,3.32,false,false,true,232.06,231.38,Online,4.00,Offline,0.00,4.00,1130.64,
792,2026-06-17T11:30:00+00:00,2026-06-17T12:00:00+00:00,17,T24,T17-T24,282.66,wet,3.39,false,false,true,231.38,234.77,Online,0.00,Offline,0.00,0.00,0.00,
793,2026-06-17T12:00:00+00:00,2026-06-17T12:30:00+00:00,17,T25,T25-T32,283.90,wet,3.29,false,false,true,234.77,234.06,Online,4.00,Offline,0.00,4.00,1135.60,
794,2026-06-17T12:30:00+00:00,2026-06-17T13:00:00+00:00,17,T26,T25-T32,283.90,wet,3.35,false,false,true,234.06,233.41,Online,4.00,Offline,0.00,4.00,1135.60,
795,2026-06-17T13:00:00+00:00,2026-06-17T13:30:00+00:00,17,T27,T25-T32,283.90,wet,3.31,false,false,true,233.41,232.72,Online,4.00,Offline,0.00,4.00,1135.60,
796,2026-06-17T13:30:00+00:00,2026-06-17T14:00:00+00:00,17,T28,T25-T32,283.90,wet,3.11,false,false,true,232.72,231.83,Online,4.00,Offline,0.00,4.00,1135.60,
797,2026-06-17T14:00:00+00:00,2026-06-17T14:30:00+00:00,17,T29,T25-T32,283.90,wet,3.17,false,false,true,231.83,227.00,Online,8.00,Offline,0.00,8.00,2271.20,
798,2026-06-17T14:30:00+00:00,2026-06-17T15:00:00+00:00,17,T30,T25-T32,283.90,wet,3.18,false,false,true,227.00,230.18,Online,0.00,Offline,0.00,0.00,0.00,
799,2026-06-17T15:00:00+00:00,2026-06-17T15:30:00+00:00,17,T31,T25-T32,283.90,wet,3.25,false,false,true,230.18,229.43,Online,4.00,Offline,0.00,4.00,1135.60,
800,2026-06-17T15:30:00+00:00,2026-06-17T16:00:00+00:00,17,T32,T25-T32,283.90,wet,3.59,false,false,true,229.43,225.02,Online,8.00,Offline,0.00,8.00,2271.20,
801,2026-06-17T16:00:00+00:00,2026-06-17T16:30:00+00:00,17,T33,T33-T40,302.47,wet,5.87,false,false,true,225.02,230.89,Online,0.00,Offline,0.00,0.00,0.00,
802,2026-06-17T16:30:00+00:00,2026-06-17T17:00:00+00:00,17,T34,T33-T40,302.47,wet,5.79,false,false,true,230.89,228.68,Online,8.00,Offline,0.00,8.00,2419.76,
803,2026-06-17T17:00:00+00:00,2026-06-17T17:30:00+00:00,17,T35,T33-T40,302.47,wet,6.02,false,false,true,228.68,230.70,Online,4.00,Offline,0.00,4.00,1209.88,
804,2026-06-17T17:30:00+00:00,2026-06-17T18:00:00+00:00,17,T36,T33-T40,302.47,wet,5.92,false,true,true,230.70,228.62,Online,8.00,Offline,0.00,8.00,2419.76,
805,2026-06-17T18:00:00+00:00,2026-06-17T18:30:00+00:00,17,T37,T33-T40,302.47,wet,5.83,false,true,true,228.62,230.45,Online,4.00,Offline,0.00,4.00,1209.88,
806,2026-06-17T18:30:00+00:00,2026-06-17T19:00:00+00:00,17,T38,T33-T40,302.47,wet,5.94,false,true,true,230.45,228.39,Online,8.00,Offline,0.00,8.00,2419.76,
807,2026-06-17T19:00:00+00:00,2026-06-17T19:30:00+00:00,17,T39,T33-T40,302.47,wet,5.70,false,true,true,228.39,234.09,Online,0.00,Offline,0.00,0.00,0.00,
808,2026-06-17T19:30:00+00:00,2026-06-17T20:00:00+00:00,17,T40,T33-T40,302.47,wet,5.65,false,true,true,234.09,231.74,Online,8.00,Offline,0.00,8.00,2419.76,
809,2026-06-17T20:00:00+00:00,2026-06-17T20:30:00+00:00,17,T41,T41-T48,277.06,wet,5.89,false,true,true,231.74,229.63,Online,8.00,Offline,0.00,8.00,2216.48,
810,2026-06-17T20:30:00+00:00,2026-06-17T21:00:00+00:00,17,T42,T41-T48,277.06,wet,5.87,false,true,true,229.63,227.50,Online,8.00,Offline,0.00,8.00,2216.48,
811,2026-06-17T21:00:00+00:00,2026-06-17T21:30:00+00:00,17,T43,T41-T48,277.06,wet,5.56,false,true,true,227.50,233.06,Online,0.00,Offline,0.00,0.00,0.00,
812,2026-06-17T21:30:00+00:00,2026-06-17T22:00:00+00:00,17,T44,T41-T48,277.06,wet,2.77,false,true,true,233.06,227.83,Online,8.00,Offline,0.00,8.00,2216.48,
813,2026-06-17T22:00:00+00:00,2026-06-17T22:30:00+00:00,17,T45,T41-T48,277.06,wet,2.40,false,true,true,227.83,230.23,Online,0.00,Offline,0.00,0.00,0.00,
814,2026-06-17T22:30:00+00:00,2026-06-17T23:00:00+00:00,17,T46,T41-T48,277.06,wet,2.75,false,false,true,230.23,232.98,Online,0.00,Offline,0.00,0.00,0.00,
815,2026-06-17T23:00:00+00:00,2026-06-17T23:30:00+00:00,17,T47,T41-T48,277.06,wet,2.62,false,false,true,232.98,231.60,Online,4.00,Offline,0.00,4.00,1108.24,
816,2026-06-17T23:30:00+00:00,2026-06-18T00:00:00+00:00,17,T48,T41-T48,277.06,wet,2.59,false,false,true,231.60,234.19,Online,0.00,Offline,0.00,0.00,0.00,
817,2026-06-18T00:00:00+00:00,2026-06-18T00:30:00+00:00,18,T1,T1-T8,228.42,severe_wet_afternoon,2.40,false,false,true,234.19,232.59,Online,4.00,Offline,0.00,4.00,913.68,
818,2026-06-18T00:30:00+00:00,2026-06-18T01:00:00+00:00,18,T2,T1-T8,228.42,severe_wet_afternoon,2.50,false,false,true,232.59,231.09,Online,4.00,Offline,0.00,4.00,913.68,
819,2026-06-18T01:00:00+00:00,2026-06-18T01:30:00+00:00,18,T3,T1-T8,228.42,severe_wet_afternoon,2.27,false,false,true,231.09,233.36,Online,0.00,Offline,0.00,0.00,0.00,
820,2026-06-18T01:30:00+00:00,2026-06-18T02:00:00+00:00,18,T4,T1-T8,228.42,severe_wet_afternoon,2.45,false,false,true,233.36,231.81,Online,4.00,Offline,0.00,4.00,913.68,
821,2026-06-18T02:00:00+00:00,2026-06-18T02:30:00+00:00,18,T5,T1-T8,228.42,severe_wet_afternoon,2.43,false,false,true,231.81,234.24,Online,0.00,Offline,0.00,0.00,0.00,
822,2026-06-18T02:30:00+00:00,2026-06-18T03:00:00+00:00,18,T6,T1-T8,228.42,severe_wet_afternoon,2.40,false,false,true,234.24,232.64,Online,4.00,Offline,0.00,4.00,913.68,
823,2026-06-18T03:00:00+00:00,2026-06-18T03:30:00+00:00,18,T7,T1-T8,228.42,severe_wet_afternoon,2.14,false,false,true,232.64,230.78,Online,4.00,Offline,0.00,4.00,913.68,
824,2026-06-18T03:30:00+00:00,2026-06-18T04:00:00+00:00,18,T8,T1-T8,228.42,severe_wet_afternoon,2.12,false,false,true,230.78,224.90,Online,8.00,Offline,0.00,8.00,1827.36,
825,2026-06-18T04:00:00+00:00,2026-06-18T04:30:00+00:00,18,T9,T9-T16,257.37,severe_wet_afternoon,2.06,false,false,true,224.90,226.96,Online,0.00,Offline,0.00,0.00,0.00,
826,2026-06-18T04:30:00+00:00,2026-06-18T05:00:00+00:00,18,T10,T9-T16,257.37,severe_wet_afternoon,2.14,false,false,true,226.96,229.10,Online,0.00,Offline,0.00,0.00,0.00,
827,2026-06-18T05:00:00+00:00,2026-06-18T05:30:00+00:00,18,T11,T9-T16,257.37,severe_wet_afternoon,2.20,false,false,true,229.10,231.30,Online,0.00,Offline,0.00,0.00,0.00,
828,2026-06-18T05:30:00+00:00,2026-06-18T06:00:00+00:00,18,T12,T9-T16,257.37,severe_wet_afternoon,5.00,false,false,true,231.30,232.30,Online,4.00,Offline,0.00,4.00,1029.48,
829,2026-06-18T06:00:00+00:00,2026-06-18T06:30:00+00:00,18,T13,T9-T16,257.37,severe_wet_afternoon,4.80,false,false,true,232.30,233.10,Online,4.00,Offline,0.00,4.00,1029.48,
830,2026-06-18T06:30:00+00:00,2026-06-18T07:00:00+00:00,18,T14,T9-T16,257.37,severe_wet_afternoon,4.65,false,false,true,233.10,233.75,Online,4.00,Offline,0.00,4.00,1029.48,
831,2026-06-18T07:00:00+00:00,2026-06-18T07:30:00+00:00,18,T15,T9-T16,257.37,severe_wet_afternoon,4.96,false,false,true,233.75,234.71,Online,4.00,Offline,0.00,4.00,1029.48,
832,2026-06-18T07:30:00+00:00,2026-06-18T08:00:00+00:00,18,T16,T9-T16,257.37,severe_wet_afternoon,4.51,false,false,true,234.71,227.22,Online,0.00,Online,12.00,12.00,3088.44,
833,2026-06-18T08:00:00+00:00,2026-06-18T08:30:00+00:00,18,T17,T17-T24,282.66,severe_wet_afternoon,4.52,true,false,true,227.22,231.74,Offline,0.00,Online,0.00,0.00,0.00,
834,2026-06-18T08:30:00+00:00,2026-06-18T09:00:00+00:00,18,T18,T17-T24,282.66,severe_wet_afternoon,5.01,true,false,true,231.74,232.75,Offline,0.00,Online,4.00,4.00,1130.64,
835,2026-06-18T09:00:00+00:00,2026-06-18T09:30:00+00:00,18,T19,T17-T24,282.66,severe_wet_afternoon,4.83,true,false,true,232.75,233.58,Offline,0.00,Online,4.00,4.00,1130.64,
